7.697400e+01,-3.504000e+01,6.934000e+01,5.150000e+00
8.042900e+01,-3.504000e+01,6.934000e+01,5.150000e+00
8.558100e+01,-3.504000e+01,6.934000e+01,5.150000e+00
8.735900e+01,-3.504000e+01,6.934000e+01,5.150000e+00
9.137600e+01,-3.504000e+01,6.934000e+01,5.150000e+00
9.315800e+01,-3.504000e+01,6.934000e+01,5.150000e+00
9.374700e+01,-3.504000e+01,6.934000e+01,5.150000e+00
9.432300e+01,-3.504000e+01,6.934000e+01,5.150000e+00
9.516700e+01,-3.504000e+01,6.934000e+01,5.150000e+00
9.575800e+01,-3.504000e+01,6.934000e+01,5.150000e+00
9.630400e+01,-3.504000e+01,6.934000e+01,5.150000e+00
9.684500e+01,-3.504000e+01,6.934000e+01,5.150000e+00
9.739200e+01,-3.504000e+01,6.934000e+01,5.150000e+00
9.792600e+01,-3.504000e+01,6.934000e+01,5.150000e+00
9.845900e+01,-3.504000e+01,6.934000e+01,5.150000e+00
9.900800e+01,-3.504000e+01,6.934000e+01,5.150000e+00
9.955400e+01,-3.504000e+01,6.934000e+01,5.150000e+00
1.000830e+02,-3.504000e+01,6.934000e+01,5.150000e+00
1.006110e+02,-3.504000e+01,6.934000e+01,5.150000e+00
1.011440e+02,-3.504000e+01,6.934000e+01,5.150000e+00
1.016820e+02,-3.504000e+01,6.934000e+01,5.150000e+00
1.022080e+02,-3.504000e+01,6.934000e+01,5.150000e+00
1.027330e+02,-3.504000e+01,6.934000e+01,5.150000e+00
1.032600e+02,-3.504000e+01,6.934000e+01,5.150000e+00
1.037860e+02,-3.504000e+01,6.934000e+01,5.150000e+00
1.043120e+02,-3.504000e+01,6.934000e+01,5.150000e+00
1.048800e+02,-3.504000e+01,6.934000e+01,5.150000e+00
1.054070e+02,-3.504000e+01,6.934000e+01,5.150000e+00
1.059480e+02,-3.504000e+01,6.934000e+01,5.150000e+00
1.064750e+02,-3.504000e+01,6.934000e+01,5.150000e+00
1.070040e+02,-3.504000e+01,6.934000e+01,5.150000e+00
1.075330e+02,-3.504000e+01,6.934000e+01,5.150000e+00
1.080580e+02,-3.504000e+01,6.934000e+01,5.150000e+00
1.085840e+02,-3.504000e+01,6.934000e+01,5.150000e+00
1.091580e+02,-3.504000e+01,6.934000e+01,5.150000e+00
1.096830e+02,-3.504000e+01,6.934000e+01,5.150000e+00
1.102080e+02,-3.504000e+01,6.934000e+01,5.150000e+00
1.107310e+02,-3.504000e+01,6.934000e+01,5.150000e+00
1.120070e+02,-3.504000e+01,6.934000e+01,4.910000e+00
1.125450e+02,-3.504000e+01,6.934000e+01,4.910000e+00
1.131320e+02,-3.504000e+01,6.934000e+01,4.910000e+00
1.138140e+02,-3.504000e+01,6.934000e+01,4.910000e+00
1.143470e+02,-3.504000e+01,6.934000e+01,4.910000e+00
1.148760e+02,-3.504000e+01,6.934000e+01,4.910000e+00
